"","Species","Specimen","Site","variable","value"
"755","Phylodactylus","MCB 1113","Westpunt","Other",0
"756","Phylodactylus","MCB 1114","Westpunt","Other",0
"757","Phylodactylus","MCB 1115","Westpunt","Other",1
"758","Phylodactylus","MCB 1117","Westpunt","Other",0
"759","Phylodactylus","MCB 1118","Westpunt","Other",0
"760","Hemidactylus mabuoia","a1","Westpunt","Other",0
"761","Hemidactylus mabuoia","a2","Westpunt","Other",0
"762","Hemidactylus mabuoia","a3","Westpunt","Other",0
"763","Hemidactylus mabuoia","a4","Westpunt","Other",0
"764","Hemidactylus mabuoia","a5","Westpunt","Other",0
"765","Hemidactylus mabuoia","a6","Westpunt","Other",0
"766","Hemidactylus mabuoia","a7","Westpunt","Other",0
"767","Hemidactylus mabuoia","a8","Westpunt","Other",0
"768","Hemidactylus mabuoia","a9","Westpunt","Other",0
"769","Hemidactylus mabuoia","a10","Westpunt","Other",0
"770","Hemidactylus mabuoia","a11","Westpunt","Other",0
"771","Hemidactylus mabuoia","a12","Westpunt","Other",0
"772","Hemidactylus mabuoia","a13","Westpunt","Other",0
"773","Hemidactylus mabuoia","a14","Westpunt","Other",0
"774","Hemidactylus mabuoia","a15","Westpunt","Other",0
"775","Hemidactylus mabuoia","a16","Westpunt","Other",0
"827","Hemidactylus mabuoia","12506","Westpunt","Centipede",0
"828","Hemidactylus mabuoia","12507","Westpunt","Centipede",0
"829","Hemidactylus mabuoia","12508","Westpunt","Centipede",0
"830","Hemidactylus mabuoia","12509","Westpunt","Centipede",0
"831","Hemidactylus mabuoia","12510","Westpunt","Centipede",0
"832","Phylodactylus","12513","Westpunt","Centipede",0
"833","Phylodactylus","12514","Westpunt","Centipede",0
"834","Phylodactylus","12515","Westpunt","Centipede",0
"835","Phylodactylus","12516","Westpunt","Centipede",0
"836","Phylodactylus","12517","Westpunt","Centipede",0
"837","Phylodactylus","12518","Westpunt","Centipede",0
"838","Phylodactylus","12520","Westpunt","Centipede",0
"839","Phylodactylus","12521","Westpunt","Centipede",0
"840","Phylodactylus","12522","Westpunt","Centipede",0.333333333
"841","Phylodactylus","12524","Westpunt","Centipede",0
"842","Phylodactylus","12525","Westpunt","Centipede",0
"843","Hemidactylus mabuoia","12540","Westpunt","Centipede",0
"844","Phylodactylus","12541","Westpunt","Centipede",0
"845","Phylodactylus","12543","Westpunt","Centipede",0
"846","Phylodactylus","12544","Westpunt","Centipede",0
"847","Phylodactylus","12547","Westpunt","Centipede",0
"848","Phylodactylus","12551","Westpunt","Centipede",0
"849","Hemidactylus mabuoia","12552","Westpunt","Centipede",0
"850","Hemidactylus mabuoia","12575","Westpunt","Centipede",0
"851","Hemidactylus mabuoia","12576","Westpunt","Centipede",0
"852","Hemidactylus mabuoia","12577","Westpunt","Centipede",0
"853","Phylodactylus","12582","Westpunt","Centipede",0
"854","Phylodactylus","12583","Westpunt","Centipede",0
"855","Phylodactylus","12584","Westpunt","Centipede",0
"856","Phylodactylus","12615","Westpunt","Centipede",0
"857","Phylodactylus","12618","Westpunt","Centipede",0
"858","Phylodactylus","12621","Westpunt","Centipede",0
"859","Phylodactylus","12622","Westpunt","Centipede",0
"860","Phylodactylus","12623","Westpunt","Centipede",0
"861","Hemidactylus mabuoia","12632","Westpunt","Centipede",0
"862","Hemidactylus mabuoia","12633","Westpunt","Centipede",0
"863","Hemidactylus mabuoia","12634","Westpunt","Centipede",0
"864","Phylodactylus","12636","Westpunt","Centipede",0
"865","Phylodactylus","12637","Westpunt","Centipede",0
"866","Phylodactylus","12638","Westpunt","Centipede",0
"867","Phylodactylus","12639","Westpunt","Centipede",0
"868","Phylodactylus","12640","Westpunt","Centipede",0
"869","Hemidactylus mabuoia","12674","Westpunt","Centipede",0
"870","Hemidactylus mabuoia","12676","Westpunt","Centipede",0
"871","Phylodactylus","MCB 1098","Westpunt","Centipede",0
"872","Phylodactylus","MCB 1099","Westpunt","Centipede",0
"873","Phylodactylus","MCB 1100","Westpunt","Centipede",0
"874","Phylodactylus","MCB 1101","Westpunt","Centipede",0
"875","Phylodactylus","MCB 1102","Westpunt","Centipede",0
"876","Phylodactylus","MCB 1103","Westpunt","Centipede",0
"877","Phylodactylus","MCB 1104","Westpunt","Centipede",0
"878","Phylodactylus","MCB 1105","Westpunt","Centipede",0
"879","Phylodactylus","MCB 1106","Westpunt","Centipede",0
"880","Phylodactylus","MCB 1107","Westpunt","Centipede",0
"881","Phylodactylus","MCB 1108","Westpunt","Centipede",0
"882","Phylodactylus","MCB 1109","Westpunt","Centipede",0
"883","Phylodactylus","MCB 1110","Westpunt","Centipede",0
"884","Phylodactylus","MCB 1111","Westpunt","Centipede",0
"885","Phylodactylus","MCB 1112","Westpunt","Centipede",0
"886","Phylodactylus","MCB 1113","Westpunt","Centipede",0
"887","Phylodactylus","MCB 1114","Westpunt","Centipede",0
"888","Phylodactylus","MCB 1115","Westpunt","Centipede",0
"889","Phylodactylus","MCB 1117","Westpunt","Centipede",0
"890","Phylodactylus","MCB 1118","Westpunt","Centipede",0
"891","Hemidactylus mabuoia","a1","Westpunt","Centipede",0
"892","Hemidactylus mabuoia","a2","Westpunt","Centipede",0
"893","Hemidactylus mabuoia","a3","Westpunt","Centipede",0
"894","Hemidactylus mabuoia","a4","Westpunt","Centipede",0
"895","Hemidactylus mabuoia","a5","Westpunt","Centipede",0
"896","Hemidactylus mabuoia","a6","Westpunt","Centipede",0
"897","Hemidactylus mabuoia","a7","Westpunt","Centipede",0
"898","Hemidactylus mabuoia","a8","Westpunt","Centipede",0
"899","Hemidactylus mabuoia","a9","Westpunt","Centipede",0
"900","Hemidactylus mabuoia","a10","Westpunt","Centipede",0
"901","Hemidactylus mabuoia","a11","Westpunt","Centipede",0
"902","Hemidactylus mabuoia","a12","Westpunt","Centipede",0
"903","Hemidactylus mabuoia","a13","Westpunt","Centipede",0
"904","Hemidactylus mabuoia","a14","Westpunt","Centipede",0
"905","Hemidactylus mabuoia","a15","Westpunt","Centipede",0
"906","Hemidactylus mabuoia","a16","Westpunt","Centipede",0
"958","Hemidactylus mabuoia","12506","Westpunt","Isopod",0
"959","Hemidactylus mabuoia","12507","Westpunt","Isopod",0
"960","Hemidactylus mabuoia","12508","Westpunt","Isopod",0
"961","Hemidactylus mabuoia","12509","Westpunt","Isopod",0
"962","Hemidactylus mabuoia","12510","Westpunt","Isopod",0
"963","Phylodactylus","12513","Westpunt","Isopod",0
"964","Phylodactylus","12514","Westpunt","Isopod",0
"965","Phylodactylus","12515","Westpunt","Isopod",0
"966","Phylodactylus","12516","Westpunt","Isopod",0
"967","Phylodactylus","12517","Westpunt","Isopod",0
"968","Phylodactylus","12518","Westpunt","Isopod",0
"969","Phylodactylus","12520","Westpunt","Isopod",0
"970","Phylodactylus","12521","Westpunt","Isopod",0
"971","Phylodactylus","12522","Westpunt","Isopod",0.333333333
"972","Phylodactylus","12524","Westpunt","Isopod",0
"973","Phylodactylus","12525","Westpunt","Isopod",0
"974","Hemidactylus mabuoia","12540","Westpunt","Isopod",0
"975","Phylodactylus","12541","Westpunt","Isopod",0
"976","Phylodactylus","12543","Westpunt","Isopod",0
"977","Phylodactylus","12544","Westpunt","Isopod",0
"978","Phylodactylus","12547","Westpunt","Isopod",0
"979","Phylodactylus","12551","Westpunt","Isopod",0
"980","Hemidactylus mabuoia","12552","Westpunt","Isopod",1
"981","Hemidactylus mabuoia","12575","Westpunt","Isopod",0
"982","Hemidactylus mabuoia","12576","Westpunt","Isopod",1
"983","Hemidactylus mabuoia","12577","Westpunt","Isopod",0
"984","Phylodactylus","12582","Westpunt","Isopod",0
"985","Phylodactylus","12583","Westpunt","Isopod",0
"986","Phylodactylus","12584","Westpunt","Isopod",0
"987","Phylodactylus","12615","Westpunt","Isopod",0
"988","Phylodactylus","12618","Westpunt","Isopod",0
"989","Phylodactylus","12621","Westpunt","Isopod",0
"990","Phylodactylus","12622","Westpunt","Isopod",0
"991","Phylodactylus","12623","Westpunt","Isopod",0
"992","Hemidactylus mabuoia","12632","Westpunt","Isopod",0
"993","Hemidactylus mabuoia","12633","Westpunt","Isopod",0
"994","Hemidactylus mabuoia","12634","Westpunt","Isopod",0
"995","Phylodactylus","12636","Westpunt","Isopod",0
"996","Phylodactylus","12637","Westpunt","Isopod",0
"997","Phylodactylus","12638","Westpunt","Isopod",0.333333333
"998","Phylodactylus","12639","Westpunt","Isopod",0
"999","Phylodactylus","12640","Westpunt","Isopod",0
"1000","Hemidactylus mabuoia","12674","Westpunt","Isopod",0
"1001","Hemidactylus mabuoia","12676","Westpunt","Isopod",0
"1002","Phylodactylus","MCB 1098","Westpunt","Isopod",0
"1003","Phylodactylus","MCB 1099","Westpunt","Isopod",0
"1004","Phylodactylus","MCB 1100","Westpunt","Isopod",0
"1005","Phylodactylus","MCB 1101","Westpunt","Isopod",0
"1006","Phylodactylus","MCB 1102","Westpunt","Isopod",0
"1007","Phylodactylus","MCB 1103","Westpunt","Isopod",0
"1008","Phylodactylus","MCB 1104","Westpunt","Isopod",0
"1009","Phylodactylus","MCB 1105","Westpunt","Isopod",0
"1010","Phylodactylus","MCB 1106","Westpunt","Isopod",0
"1011","Phylodactylus","MCB 1107","Westpunt","Isopod",0
"1012","Phylodactylus","MCB 1108","Westpunt","Isopod",0
"1013","Phylodactylus","MCB 1109","Westpunt","Isopod",0
"1014","Phylodactylus","MCB 1110","Westpunt","Isopod",0
"1015","Phylodactylus","MCB 1111","Westpunt","Isopod",0
"1016","Phylodactylus","MCB 1112","Westpunt","Isopod",0
"1017","Phylodactylus","MCB 1113","Westpunt","Isopod",0
"1018","Phylodactylus","MCB 1114","Westpunt","Isopod",0
"1019","Phylodactylus","MCB 1115","Westpunt","Isopod",0
"1020","Phylodactylus","MCB 1117","Westpunt","Isopod",0
"1021","Phylodactylus","MCB 1118","Westpunt","Isopod",0
"1022","Hemidactylus mabuoia","a1","Westpunt","Isopod",0
"1023","Hemidactylus mabuoia","a2","Westpunt","Isopod",0
"1024","Hemidactylus mabuoia","a3","Westpunt","Isopod",0
"1025","Hemidactylus mabuoia","a4","Westpunt","Isopod",0
"1026","Hemidactylus mabuoia","a5","Westpunt","Isopod",0
"1027","Hemidactylus mabuoia","a6","Westpunt","Isopod",0
"1028","Hemidactylus mabuoia","a7","Westpunt","Isopod",0
"1029","Hemidactylus mabuoia","a8","Westpunt","Isopod",0
"1030","Hemidactylus mabuoia","a9","Westpunt","Isopod",0
"1031","Hemidactylus mabuoia","a10","Westpunt","Isopod",0
"1032","Hemidactylus mabuoia","a11","Westpunt","Isopod",0
"1033","Hemidactylus mabuoia","a12","Westpunt","Isopod",0
"1034","Hemidactylus mabuoia","a13","Westpunt","Isopod",0
"1035","Hemidactylus mabuoia","a14","Westpunt","Isopod",0
"1036","Hemidactylus mabuoia","a15","Westpunt","Isopod",0
"1037","Hemidactylus mabuoia","a16","Westpunt","Isopod",0
"1089","Hemidactylus mabuoia","12506","Westpunt","Hemiptera",0
"1090","Hemidactylus mabuoia","12507","Westpunt","Hemiptera",0
"1091","Hemidactylus mabuoia","12508","Westpunt","Hemiptera",0
"1092","Hemidactylus mabuoia","12509","Westpunt","Hemiptera",0
"1093","Hemidactylus mabuoia","12510","Westpunt","Hemiptera",0
"1094","Phylodactylus","12513","Westpunt","Hemiptera",0
"1095","Phylodactylus","12514","Westpunt","Hemiptera",0
"1096","Phylodactylus","12515","Westpunt","Hemiptera",0
"1097","Phylodactylus","12516","Westpunt","Hemiptera",0
"1098","Phylodactylus","12517","Westpunt","Hemiptera",0
"1099","Phylodactylus","12518","Westpunt","Hemiptera",0
"1100","Phylodactylus","12520","Westpunt","Hemiptera",0
"1101","Phylodactylus","12521","Westpunt","Hemiptera",0
"1102","Phylodactylus","12522","Westpunt","Hemiptera",0
"1103","Phylodactylus","12524","Westpunt","Hemiptera",0
"1104","Phylodactylus","12525","Westpunt","Hemiptera",0.5
"1105","Hemidactylus mabuoia","12540","Westpunt","Hemiptera",0
"1106","Phylodactylus","12541","Westpunt","Hemiptera",0
"1107","Phylodactylus","12543","Westpunt","Hemiptera",0
"1108","Phylodactylus","12544","Westpunt","Hemiptera",0
"1109","Phylodactylus","12547","Westpunt","Hemiptera",0
"1110","Phylodactylus","12551","Westpunt","Hemiptera",0
"1111","Hemidactylus mabuoia","12552","Westpunt","Hemiptera",0
"1112","Hemidactylus mabuoia","12575","Westpunt","Hemiptera",0
"1113","Hemidactylus mabuoia","12576","Westpunt","Hemiptera",0
"1114","Hemidactylus mabuoia","12577","Westpunt","Hemiptera",0
"1115","Phylodactylus","12582","Westpunt","Hemiptera",0
"1116","Phylodactylus","12583","Westpunt","Hemiptera",0
"1117","Phylodactylus","12584","Westpunt","Hemiptera",0
"1118","Phylodactylus","12615","Westpunt","Hemiptera",0
"1119","Phylodactylus","12618","Westpunt","Hemiptera",0
"1120","Phylodactylus","12621","Westpunt","Hemiptera",0
"1121","Phylodactylus","12622","Westpunt","Hemiptera",0
"1122","Phylodactylus","12623","Westpunt","Hemiptera",0
"1123","Hemidactylus mabuoia","12632","Westpunt","Hemiptera",0
"1124","Hemidactylus mabuoia","12633","Westpunt","Hemiptera",0
"1125","Hemidactylus mabuoia","12634","Westpunt","Hemiptera",0
"1126","Phylodactylus","12636","Westpunt","Hemiptera",0
"1127","Phylodactylus","12637","Westpunt","Hemiptera",0
"1128","Phylodactylus","12638","Westpunt","Hemiptera",0
"1129","Phylodactylus","12639","Westpunt","Hemiptera",0
"1130","Phylodactylus","12640","Westpunt","Hemiptera",0
"1131","Hemidactylus mabuoia","12674","Westpunt","Hemiptera",0
"1132","Hemidactylus mabuoia","12676","Westpunt","Hemiptera",0
"1133","Phylodactylus","MCB 1098","Westpunt","Hemiptera",0.166666667
"1134","Phylodactylus","MCB 1099","Westpunt","Hemiptera",0
"1135","Phylodactylus","MCB 1100","Westpunt","Hemiptera",0
"1136","Phylodactylus","MCB 1101","Westpunt","Hemiptera",0
"1137","Phylodactylus","MCB 1102","Westpunt","Hemiptera",0
"1138","Phylodactylus","MCB 1103","Westpunt","Hemiptera",0
"1139","Phylodactylus","MCB 1104","Westpunt","Hemiptera",0
"1140","Phylodactylus","MCB 1105","Westpunt","Hemiptera",0
"1141","Phylodactylus","MCB 1106","Westpunt","Hemiptera",0
"1142","Phylodactylus","MCB 1107","Westpunt","Hemiptera",0
"1143","Phylodactylus","MCB 1108","Westpunt","Hemiptera",0
"1144","Phylodactylus","MCB 1109","Westpunt","Hemiptera",0
"1145","Phylodactylus","MCB 1110","Westpunt","Hemiptera",0
"1146","Phylodactylus","MCB 1111","Westpunt","Hemiptera",0
"1147","Phylodactylus","MCB 1112","Westpunt","Hemiptera",0
"1148","Phylodactylus","MCB 1113","Westpunt","Hemiptera",0
"1149","Phylodactylus","MCB 1114","Westpunt","Hemiptera",0
"1150","Phylodactylus","MCB 1115","Westpunt","Hemiptera",0
"1151","Phylodactylus","MCB 1117","Westpunt","Hemiptera",0
"1152","Phylodactylus","MCB 1118","Westpunt","Hemiptera",0
"1153","Hemidactylus mabuoia","a1","Westpunt","Hemiptera",0
"1154","Hemidactylus mabuoia","a2","Westpunt","Hemiptera",0
"1155","Hemidactylus mabuoia","a3","Westpunt","Hemiptera",0
"1156","Hemidactylus mabuoia","a4","Westpunt","Hemiptera",0
"1157","Hemidactylus mabuoia","a5","Westpunt","Hemiptera",0
"1158","Hemidactylus mabuoia","a6","Westpunt","Hemiptera",0
"1159","Hemidactylus mabuoia","a7","Westpunt","Hemiptera",0
"1160","Hemidactylus mabuoia","a8","Westpunt","Hemiptera",0
"1161","Hemidactylus mabuoia","a9","Westpunt","Hemiptera",0
"1162","Hemidactylus mabuoia","a10","Westpunt","Hemiptera",0
"1163","Hemidactylus mabuoia","a11","Westpunt","Hemiptera",0
"1164","Hemidactylus mabuoia","a12","Westpunt","Hemiptera",0
"1165","Hemidactylus mabuoia","a13","Westpunt","Hemiptera",0
"1166","Hemidactylus mabuoia","a14","Westpunt","Hemiptera",0
"1167","Hemidactylus mabuoia","a15","Westpunt","Hemiptera",0
"1168","Hemidactylus mabuoia","a16","Westpunt","Hemiptera",0
"1220","Hemidactylus mabuoia","12506","Westpunt","Hymenoptera",0
"1221","Hemidactylus mabuoia","12507","Westpunt","Hymenoptera",0
"1222","Hemidactylus mabuoia","12508","Westpunt","Hymenoptera",0
"1223","Hemidactylus mabuoia","12509","Westpunt","Hymenoptera",0
"1224","Hemidactylus mabuoia","12510","Westpunt","Hymenoptera",0
"1225","Phylodactylus","12513","Westpunt","Hymenoptera",0
"1226","Phylodactylus","12514","Westpunt","Hymenoptera",0
"1227","Phylodactylus","12515","Westpunt","Hymenoptera",0
"1228","Phylodactylus","12516","Westpunt","Hymenoptera",0
"1229","Phylodactylus","12517","Westpunt","Hymenoptera",0
"1230","Phylodactylus","12518","Westpunt","Hymenoptera",0
"1231","Phylodactylus","12520","Westpunt","Hymenoptera",0
"1232","Phylodactylus","12521","Westpunt","Hymenoptera",0
"1233","Phylodactylus","12522","Westpunt","Hymenoptera",0
"1234","Phylodactylus","12524","Westpunt","Hymenoptera",0
"1235","Phylodactylus","12525","Westpunt","Hymenoptera",0
"1236","Hemidactylus mabuoia","12540","Westpunt","Hymenoptera",0
"1237","Phylodactylus","12541","Westpunt","Hymenoptera",0
"1238","Phylodactylus","12543","Westpunt","Hymenoptera",0
"1239","Phylodactylus","12544","Westpunt","Hymenoptera",1
"1240","Phylodactylus","12547","Westpunt","Hymenoptera",0
"1241","Phylodactylus","12551","Westpunt","Hymenoptera",0
"1242","Hemidactylus mabuoia","12552","Westpunt","Hymenoptera",0
"1243","Hemidactylus mabuoia","12575","Westpunt","Hymenoptera",0
"1244","Hemidactylus mabuoia","12576","Westpunt","Hymenoptera",0
"1245","Hemidactylus mabuoia","12577","Westpunt","Hymenoptera",0
"1246","Phylodactylus","12582","Westpunt","Hymenoptera",0
"1247","Phylodactylus","12583","Westpunt","Hymenoptera",0
"1248","Phylodactylus","12584","Westpunt","Hymenoptera",0
"1249","Phylodactylus","12615","Westpunt","Hymenoptera",0
"1250","Phylodactylus","12618","Westpunt","Hymenoptera",0
"1251","Phylodactylus","12621","Westpunt","Hymenoptera",0
"1252","Phylodactylus","12622","Westpunt","Hymenoptera",0
"1253","Phylodactylus","12623","Westpunt","Hymenoptera",0
"1254","Hemidactylus mabuoia","12632","Westpunt","Hymenoptera",0
"1255","Hemidactylus mabuoia","12633","Westpunt","Hymenoptera",0
"1256","Hemidactylus mabuoia","12634","Westpunt","Hymenoptera",0
"1257","Phylodactylus","12636","Westpunt","Hymenoptera",0
"1258","Phylodactylus","12637","Westpunt","Hymenoptera",0
"1259","Phylodactylus","12638","Westpunt","Hymenoptera",0.333333333
"1260","Phylodactylus","12639","Westpunt","Hymenoptera",0
"1261","Phylodactylus","12640","Westpunt","Hymenoptera",0
"1262","Hemidactylus mabuoia","12674","Westpunt","Hymenoptera",0
"1263","Hemidactylus mabuoia","12676","Westpunt","Hymenoptera",0
"1264","Phylodactylus","MCB 1098","Westpunt","Hymenoptera",0
"1265","Phylodactylus","MCB 1099","Westpunt","Hymenoptera",0.5
"1266","Phylodactylus","MCB 1100","Westpunt","Hymenoptera",0
"1267","Phylodactylus","MCB 1101","Westpunt","Hymenoptera",0
"1268","Phylodactylus","MCB 1102","Westpunt","Hymenoptera",0.5
"1269","Phylodactylus","MCB 1103","Westpunt","Hymenoptera",0
"1270","Phylodactylus","MCB 1104","Westpunt","Hymenoptera",0
"1271","Phylodactylus","MCB 1105","Westpunt","Hymenoptera",0
"1272","Phylodactylus","MCB 1106","Westpunt","Hymenoptera",0.5
"1273","Phylodactylus","MCB 1107","Westpunt","Hymenoptera",0
"1274","Phylodactylus","MCB 1108","Westpunt","Hymenoptera",0
"1275","Phylodactylus","MCB 1109","Westpunt","Hymenoptera",0
"1276","Phylodactylus","MCB 1110","Westpunt","Hymenoptera",0
"1277","Phylodactylus","MCB 1111","Westpunt","Hymenoptera",0
"1278","Phylodactylus","MCB 1112","Westpunt","Hymenoptera",0
"1279","Phylodactylus","MCB 1113","Westpunt","Hymenoptera",0
"1280","Phylodactylus","MCB 1114","Westpunt","Hymenoptera",0
"1281","Phylodactylus","MCB 1115","Westpunt","Hymenoptera",0
"1282","Phylodactylus","MCB 1117","Westpunt","Hymenoptera",0
"1283","Phylodactylus","MCB 1118","Westpunt","Hymenoptera",0
"1284","Hemidactylus mabuoia","a1","Westpunt","Hymenoptera",0
"1285","Hemidactylus mabuoia","a2","Westpunt","Hymenoptera",0
"1286","Hemidactylus mabuoia","a3","Westpunt","Hymenoptera",1
"1287","Hemidactylus mabuoia","a4","Westpunt","Hymenoptera",1
"1288","Hemidactylus mabuoia","a5","Westpunt","Hymenoptera",0
"1289","Hemidactylus mabuoia","a6","Westpunt","Hymenoptera",0
"1290","Hemidactylus mabuoia","a7","Westpunt","Hymenoptera",0
"1291","Hemidactylus mabuoia","a8","Westpunt","Hymenoptera",1
"1292","Hemidactylus mabuoia","a9","Westpunt","Hymenoptera",0
"1293","Hemidactylus mabuoia","a10","Westpunt","Hymenoptera",0
"1294","Hemidactylus mabuoia","a11","Westpunt","Hymenoptera",0
"1295","Hemidactylus mabuoia","a12","Westpunt","Hymenoptera",0
"1296","Hemidactylus mabuoia","a13","Westpunt","Hymenoptera",0
"1297","Hemidactylus mabuoia","a14","Westpunt","Hymenoptera",0
"1298","Hemidactylus mabuoia","a15","Westpunt","Hymenoptera",0
"1299","Hemidactylus mabuoia","a16","Westpunt","Hymenoptera",0
"1351","Hemidactylus mabuoia","12506","Westpunt","Orthoptera",0
"1352","Hemidactylus mabuoia","12507","Westpunt","Orthoptera",0
"1353","Hemidactylus mabuoia","12508","Westpunt","Orthoptera",0
"1354","Hemidactylus mabuoia","12509","Westpunt","Orthoptera",0
"1355","Hemidactylus mabuoia","12510","Westpunt","Orthoptera",0
"1356","Phylodactylus","12513","Westpunt","Orthoptera",0
"1357","Phylodactylus","12514","Westpunt","Orthoptera",0
"1358","Phylodactylus","12515","Westpunt","Orthoptera",0
"1359","Phylodactylus","12516","Westpunt","Orthoptera",0
"1360","Phylodactylus","12517","Westpunt","Orthoptera",0
"1361","Phylodactylus","12518","Westpunt","Orthoptera",0
"1362","Phylodactylus","12520","Westpunt","Orthoptera",0
"1363","Phylodactylus","12521","Westpunt","Orthoptera",0
"1364","Phylodactylus","12522","Westpunt","Orthoptera",0
"1365","Phylodactylus","12524","Westpunt","Orthoptera",0
"1366","Phylodactylus","12525","Westpunt","Orthoptera",0
"1367","Hemidactylus mabuoia","12540","Westpunt","Orthoptera",0
"1368","Phylodactylus","12541","Westpunt","Orthoptera",0
"1369","Phylodactylus","12543","Westpunt","Orthoptera",0
"1370","Phylodactylus","12544","Westpunt","Orthoptera",0
"1371","Phylodactylus","12547","Westpunt","Orthoptera",0
"1372","Phylodactylus","12551","Westpunt","Orthoptera",0
"1373","Hemidactylus mabuoia","12552","Westpunt","Orthoptera",0
"1374","Hemidactylus mabuoia","12575","Westpunt","Orthoptera",0
"1375","Hemidactylus mabuoia","12576","Westpunt","Orthoptera",0
"1376","Hemidactylus mabuoia","12577","Westpunt","Orthoptera",0
"1377","Phylodactylus","12582","Westpunt","Orthoptera",0
"1378","Phylodactylus","12583","Westpunt","Orthoptera",0
"1379","Phylodactylus","12584","Westpunt","Orthoptera",0
"1380","Phylodactylus","12615","Westpunt","Orthoptera",0
"1381","Phylodactylus","12618","Westpunt","Orthoptera",0
"1382","Phylodactylus","12621","Westpunt","Orthoptera",0
"1383","Phylodactylus","12622","Westpunt","Orthoptera",0
"1384","Phylodactylus","12623","Westpunt","Orthoptera",0
"1385","Hemidactylus mabuoia","12632","Westpunt","Orthoptera",0
"1386","Hemidactylus mabuoia","12633","Westpunt","Orthoptera",0
"1387","Hemidactylus mabuoia","12634","Westpunt","Orthoptera",0
"1388","Phylodactylus","12636","Westpunt","Orthoptera",0
"1389","Phylodactylus","12637","Westpunt","Orthoptera",0.333333333
"1390","Phylodactylus","12638","Westpunt","Orthoptera",0
"1391","Phylodactylus","12639","Westpunt","Orthoptera",0
"1392","Phylodactylus","12640","Westpunt","Orthoptera",0
"1393","Hemidactylus mabuoia","12674","Westpunt","Orthoptera",0
"1394","Hemidactylus mabuoia","12676","Westpunt","Orthoptera",0
"1395","Phylodactylus","MCB 1098","Westpunt","Orthoptera",0
"1396","Phylodactylus","MCB 1099","Westpunt","Orthoptera",0
"1397","Phylodactylus","MCB 1100","Westpunt","Orthoptera",0
"1398","Phylodactylus","MCB 1101","Westpunt","Orthoptera",0
"1399","Phylodactylus","MCB 1102","Westpunt","Orthoptera",0.5
"1400","Phylodactylus","MCB 1103","Westpunt","Orthoptera",0
"1401","Phylodactylus","MCB 1104","Westpunt","Orthoptera",0
"1402","Phylodactylus","MCB 1105","Westpunt","Orthoptera",0
"1403","Phylodactylus","MCB 1106","Westpunt","Orthoptera",0
"1404","Phylodactylus","MCB 1107","Westpunt","Orthoptera",0
"1405","Phylodactylus","MCB 1108","Westpunt","Orthoptera",0
"1406","Phylodactylus","MCB 1109","Westpunt","Orthoptera",0
"1407","Phylodactylus","MCB 1110","Westpunt","Orthoptera",0
"1408","Phylodactylus","MCB 1111","Westpunt","Orthoptera",0
"1409","Phylodactylus","MCB 1112","Westpunt","Orthoptera",0
"1410","Phylodactylus","MCB 1113","Westpunt","Orthoptera",0
"1411","Phylodactylus","MCB 1114","Westpunt","Orthoptera",0
"1412","Phylodactylus","MCB 1115","Westpunt","Orthoptera",0
"1413","Phylodactylus","MCB 1117","Westpunt","Orthoptera",0
"1414","Phylodactylus","MCB 1118","Westpunt","Orthoptera",0
"1415","Hemidactylus mabuoia","a1","Westpunt","Orthoptera",0
"1416","Hemidactylus mabuoia","a2","Westpunt","Orthoptera",0
"1417","Hemidactylus mabuoia","a3","Westpunt","Orthoptera",0
"1418","Hemidactylus mabuoia","a4","Westpunt","Orthoptera",0
"1419","Hemidactylus mabuoia","a5","Westpunt","Orthoptera",0
"1420","Hemidactylus mabuoia","a6","Westpunt","Orthoptera",0
"1421","Hemidactylus mabuoia","a7","Westpunt","Orthoptera",0
"1422","Hemidactylus mabuoia","a8","Westpunt","Orthoptera",0
"1423","Hemidactylus mabuoia","a9","Westpunt","Orthoptera",0
"1424","Hemidactylus mabuoia","a10","Westpunt","Orthoptera",0
"1425","Hemidactylus mabuoia","a11","Westpunt","Orthoptera",0
"1426","Hemidactylus mabuoia","a12","Westpunt","Orthoptera",0
"1427","Hemidactylus mabuoia","a13","Westpunt","Orthoptera",0
"1428","Hemidactylus mabuoia","a14","Westpunt","Orthoptera",0
"1429","Hemidactylus mabuoia","a15","Westpunt","Orthoptera",0
"1430","Hemidactylus mabuoia","a16","Westpunt","Orthoptera",0
"1482","Hemidactylus mabuoia","12506","Westpunt","Ephermeroptera",0
"1483","Hemidactylus mabuoia","12507","Westpunt","Ephermeroptera",0
"1484","Hemidactylus mabuoia","12508","Westpunt","Ephermeroptera",0
"1485","Hemidactylus mabuoia","12509","Westpunt","Ephermeroptera",0
"1486","Hemidactylus mabuoia","12510","Westpunt","Ephermeroptera",0
"1487","Phylodactylus","12513","Westpunt","Ephermeroptera",0
"1488","Phylodactylus","12514","Westpunt","Ephermeroptera",0
"1489","Phylodactylus","12515","Westpunt","Ephermeroptera",0
"1490","Phylodactylus","12516","Westpunt","Ephermeroptera",0
"1491","Phylodactylus","12517","Westpunt","Ephermeroptera",0
"1492","Phylodactylus","12518","Westpunt","Ephermeroptera",0
"1493","Phylodactylus","12520","Westpunt","Ephermeroptera",0
"1494","Phylodactylus","12521","Westpunt","Ephermeroptera",0
"1495","Phylodactylus","12522","Westpunt","Ephermeroptera",0
"1496","Phylodactylus","12524","Westpunt","Ephermeroptera",0
