,Species,Specimen,Site,variable,value
2063,Phylodactylus,MCB 1111,Westpunt,Ramphotyphlops,0
2064,Phylodactylus,MCB 1112,Westpunt,Ramphotyphlops,0
2065,Phylodactylus,MCB 1113,Westpunt,Ramphotyphlops,0
2066,Phylodactylus,MCB 1114,Westpunt,Ramphotyphlops,0
2067,Phylodactylus,MCB 1115,Westpunt,Ramphotyphlops,0
2068,Phylodactylus,MCB 1117,Westpunt,Ramphotyphlops,0
2069,Phylodactylus,MCB 1118,Westpunt,Ramphotyphlops,0
2142,Phylodactylus,12513,Westpunt,Gonatodes.antillensis,0
2143,Phylodactylus,12514,Westpunt,Gonatodes.antillensis,0
2144,Phylodactylus,12515,Westpunt,Gonatodes.antillensis,0
2145,Phylodactylus,12516,Westpunt,Gonatodes.antillensis,0
2146,Phylodactylus,12517,Westpunt,Gonatodes.antillensis,0
2147,Phylodactylus,12518,Westpunt,Gonatodes.antillensis,0
2148,Phylodactylus,12520,Westpunt,Gonatodes.antillensis,0
2149,Phylodactylus,12521,Westpunt,Gonatodes.antillensis,0
2150,Phylodactylus,12522,Westpunt,Gonatodes.antillensis,0
2151,Phylodactylus,12524,Westpunt,Gonatodes.antillensis,0
2152,Phylodactylus,12525,Westpunt,Gonatodes.antillensis,0
2154,Phylodactylus,12541,Westpunt,Gonatodes.antillensis,0
2155,Phylodactylus,12543,Westpunt,Gonatodes.antillensis,0
2156,Phylodactylus,12544,Westpunt,Gonatodes.antillensis,0
2157,Phylodactylus,12547,Westpunt,Gonatodes.antillensis,0
2158,Phylodactylus,12551,Westpunt,Gonatodes.antillensis,0
2163,Phylodactylus,12582,Westpunt,Gonatodes.antillensis,0
2164,Phylodactylus,12583,Westpunt,Gonatodes.antillensis,0
2165,Phylodactylus,12584,Westpunt,Gonatodes.antillensis,0
2166,Phylodactylus,12615,Westpunt,Gonatodes.antillensis,0
2167,Phylodactylus,12618,Westpunt,Gonatodes.antillensis,0
2168,Phylodactylus,12621,Westpunt,Gonatodes.antillensis,0
2169,Phylodactylus,12622,Westpunt,Gonatodes.antillensis,0
2170,Phylodactylus,12623,Westpunt,Gonatodes.antillensis,0
2174,Phylodactylus,12636,Westpunt,Gonatodes.antillensis,0
2175,Phylodactylus,12637,Westpunt,Gonatodes.antillensis,0
2176,Phylodactylus,12638,Westpunt,Gonatodes.antillensis,0
2177,Phylodactylus,12639,Westpunt,Gonatodes.antillensis,0
2178,Phylodactylus,12640,Westpunt,Gonatodes.antillensis,0
2181,Phylodactylus,MCB 1098,Westpunt,Gonatodes.antillensis,0
2182,Phylodactylus,MCB 1099,Westpunt,Gonatodes.antillensis,0
2183,Phylodactylus,MCB 1100,Westpunt,Gonatodes.antillensis,0
2184,Phylodactylus,MCB 1101,Westpunt,Gonatodes.antillensis,0
2185,Phylodactylus,MCB 1102,Westpunt,Gonatodes.antillensis,0
2186,Phylodactylus,MCB 1103,Westpunt,Gonatodes.antillensis,0
2187,Phylodactylus,MCB 1104,Westpunt,Gonatodes.antillensis,0
2188,Phylodactylus,MCB 1105,Westpunt,Gonatodes.antillensis,0
2189,Phylodactylus,MCB 1106,Westpunt,Gonatodes.antillensis,0
2190,Phylodactylus,MCB 1107,Westpunt,Gonatodes.antillensis,0
2191,Phylodactylus,MCB 1108,Westpunt,Gonatodes.antillensis,0
2192,Phylodactylus,MCB 1109,Westpunt,Gonatodes.antillensis,0
2193,Phylodactylus,MCB 1110,Westpunt,Gonatodes.antillensis,0
2194,Phylodactylus,MCB 1111,Westpunt,Gonatodes.antillensis,0
2195,Phylodactylus,MCB 1112,Westpunt,Gonatodes.antillensis,0
2196,Phylodactylus,MCB 1113,Westpunt,Gonatodes.antillensis,0
2197,Phylodactylus,MCB 1114,Westpunt,Gonatodes.antillensis,0
2198,Phylodactylus,MCB 1115,Westpunt,Gonatodes.antillensis,0
2199,Phylodactylus,MCB 1117,Westpunt,Gonatodes.antillensis,0
2200,Phylodactylus,MCB 1118,Westpunt,Gonatodes.antillensis,0
2273,Phylodactylus,12513,Westpunt,Phylodactylus,0
2274,Phylodactylus,12514,Westpunt,Phylodactylus,0
2275,Phylodactylus,12515,Westpunt,Phylodactylus,0
2276,Phylodactylus,12516,Westpunt,Phylodactylus,0
2277,Phylodactylus,12517,Westpunt,Phylodactylus,0
2278,Phylodactylus,12518,Westpunt,Phylodactylus,0
2279,Phylodactylus,12520,Westpunt,Phylodactylus,0
2280,Phylodactylus,12521,Westpunt,Phylodactylus,0
2281,Phylodactylus,12522,Westpunt,Phylodactylus,0
2282,Phylodactylus,12524,Westpunt,Phylodactylus,0
2283,Phylodactylus,12525,Westpunt,Phylodactylus,0
2285,Phylodactylus,12541,Westpunt,Phylodactylus,0
2286,Phylodactylus,12543,Westpunt,Phylodactylus,0
2287,Phylodactylus,12544,Westpunt,Phylodactylus,0
2288,Phylodactylus,12547,Westpunt,Phylodactylus,0
2289,Phylodactylus,12551,Westpunt,Phylodactylus,0
2294,Phylodactylus,12582,Westpunt,Phylodactylus,0
2295,Phylodactylus,12583,Westpunt,Phylodactylus,0
2296,Phylodactylus,12584,Westpunt,Phylodactylus,0
2297,Phylodactylus,12615,Westpunt,Phylodactylus,0
2298,Phylodactylus,12618,Westpunt,Phylodactylus,0
2299,Phylodactylus,12621,Westpunt,Phylodactylus,0
2300,Phylodactylus,12622,Westpunt,Phylodactylus,0
2301,Phylodactylus,12623,Westpunt,Phylodactylus,0
2305,Phylodactylus,12636,Westpunt,Phylodactylus,0
2306,Phylodactylus,12637,Westpunt,Phylodactylus,0
2307,Phylodactylus,12638,Westpunt,Phylodactylus,0
2308,Phylodactylus,12639,Westpunt,Phylodactylus,0
2309,Phylodactylus,12640,Westpunt,Phylodactylus,0
2312,Phylodactylus,MCB 1098,Westpunt,Phylodactylus,0
2313,Phylodactylus,MCB 1099,Westpunt,Phylodactylus,0
2314,Phylodactylus,MCB 1100,Westpunt,Phylodactylus,0
2315,Phylodactylus,MCB 1101,Westpunt,Phylodactylus,0
2316,Phylodactylus,MCB 1102,Westpunt,Phylodactylus,0
2317,Phylodactylus,MCB 1103,Westpunt,Phylodactylus,0
2318,Phylodactylus,MCB 1104,Westpunt,Phylodactylus,0
2319,Phylodactylus,MCB 1105,Westpunt,Phylodactylus,0
2320,Phylodactylus,MCB 1106,Westpunt,Phylodactylus,0
2321,Phylodactylus,MCB 1107,Westpunt,Phylodactylus,0
2322,Phylodactylus,MCB 1108,Westpunt,Phylodactylus,0
2323,Phylodactylus,MCB 1109,Westpunt,Phylodactylus,0
2324,Phylodactylus,MCB 1110,Westpunt,Phylodactylus,0
2325,Phylodactylus,MCB 1111,Westpunt,Phylodactylus,0
2326,Phylodactylus,MCB 1112,Westpunt,Phylodactylus,0
2327,Phylodactylus,MCB 1113,Westpunt,Phylodactylus,0
2328,Phylodactylus,MCB 1114,Westpunt,Phylodactylus,0
2329,Phylodactylus,MCB 1115,Westpunt,Phylodactylus,0
2330,Phylodactylus,MCB 1117,Westpunt,Phylodactylus,0
2331,Phylodactylus,MCB 1118,Westpunt,Phylodactylus,0
