,Species,Specimen,variable,value
2160,Phylodactylus,12678,Ramphotyphlops,0
2161,Phylodactylus,12679,Ramphotyphlops,0
2163,Phylodactylus,12689,Ramphotyphlops,0
2170,Phylodactylus,12697,Ramphotyphlops,0
2173,Phylodactylus,12704,Ramphotyphlops,0
2175,Phylodactylus,12706,Ramphotyphlops,0
2177,Phylodactylus,12709,Ramphotyphlops,0
2185,Phylodactylus,112710,Ramphotyphlops,0
2186,Phylodactylus,112714,Ramphotyphlops,0
2187,Phylodactylus,112715,Ramphotyphlops,0
2188,Phylodactylus,112716,Ramphotyphlops,0
2189,Phylodactylus,112717,Ramphotyphlops,0
2190,Phylodactylus,112718,Ramphotyphlops,0
2191,Phylodactylus,112719,Ramphotyphlops,0
2192,Phylodactylus,MCB 1098,Ramphotyphlops,0
2193,Phylodactylus,MCB 1099,Ramphotyphlops,0
2194,Phylodactylus,MCB 1100,Ramphotyphlops,0
2195,Phylodactylus,MCB 1101,Ramphotyphlops,0
2196,Phylodactylus,MCB 1102,Ramphotyphlops,0
2197,Phylodactylus,MCB 1103,Ramphotyphlops,0
2198,Phylodactylus,MCB 1104,Ramphotyphlops,0
2199,Phylodactylus,MCB 1105,Ramphotyphlops,0
2200,Phylodactylus,MCB 1106,Ramphotyphlops,0
2201,Phylodactylus,MCB 1107,Ramphotyphlops,0
2202,Phylodactylus,MCB 1108,Ramphotyphlops,0
2203,Phylodactylus,MCB 1109,Ramphotyphlops,0
2204,Phylodactylus,MCB 1110,Ramphotyphlops,0
2205,Phylodactylus,MCB 1111,Ramphotyphlops,0
2206,Phylodactylus,MCB 1112,Ramphotyphlops,0
2207,Phylodactylus,MCB 1113,Ramphotyphlops,0
2208,Phylodactylus,MCB 1114,Ramphotyphlops,0
2209,Phylodactylus,MCB 1115,Ramphotyphlops,0
2210,Phylodactylus,MCB 1117,Ramphotyphlops,0
2211,Phylodactylus,MCB 1118,Ramphotyphlops,0
2233,Phylodactylus,12513,Gonatodes.antillensis,0
2234,Phylodactylus,12514,Gonatodes.antillensis,0
2235,Phylodactylus,12515,Gonatodes.antillensis,0
2236,Phylodactylus,12516,Gonatodes.antillensis,0
2237,Phylodactylus,12517,Gonatodes.antillensis,0
2238,Phylodactylus,12518,Gonatodes.antillensis,0
2239,Phylodactylus,12520,Gonatodes.antillensis,0
2240,Phylodactylus,12521,Gonatodes.antillensis,0
2241,Phylodactylus,12522,Gonatodes.antillensis,0
2242,Phylodactylus,12524,Gonatodes.antillensis,0
2243,Phylodactylus,12525,Gonatodes.antillensis,0
2245,Phylodactylus,12541,Gonatodes.antillensis,0
2246,Phylodactylus,12543,Gonatodes.antillensis,0
2247,Phylodactylus,12544,Gonatodes.antillensis,0
2248,Phylodactylus,12547,Gonatodes.antillensis,0
2249,Phylodactylus,12551,Gonatodes.antillensis,0
2254,Phylodactylus,12582,Gonatodes.antillensis,0
2255,Phylodactylus,12583,Gonatodes.antillensis,0
2256,Phylodactylus,12584,Gonatodes.antillensis,0
2263,Phylodactylus,12615,Gonatodes.antillensis,0
2264,Phylodactylus,12618,Gonatodes.antillensis,0
2265,Phylodactylus,12621,Gonatodes.antillensis,0
2266,Phylodactylus,12622,Gonatodes.antillensis,0
2267,Phylodactylus,12623,Gonatodes.antillensis,0
2271,Phylodactylus,12636,Gonatodes.antillensis,0
2272,Phylodactylus,12637,Gonatodes.antillensis,0
2273,Phylodactylus,12638,Gonatodes.antillensis,0
2274,Phylodactylus,12639,Gonatodes.antillensis,0
2275,Phylodactylus,12640,Gonatodes.antillensis,0
2276,Phylodactylus,12644,Gonatodes.antillensis,0
2277,Phylodactylus,12645,Gonatodes.antillensis,0
2278,Phylodactylus,12646,Gonatodes.antillensis,0
2279,Phylodactylus,12647,Gonatodes.antillensis,0
2280,Phylodactylus,12648,Gonatodes.antillensis,0
2281,Phylodactylus,12649,Gonatodes.antillensis,0
2282,Phylodactylus,12650,Gonatodes.antillensis,0
2283,Phylodactylus,12651,Gonatodes.antillensis,0
2288,Phylodactylus,12673,Gonatodes.antillensis,0
2291,Phylodactylus,12678,Gonatodes.antillensis,0
2292,Phylodactylus,12679,Gonatodes.antillensis,0
2294,Phylodactylus,12689,Gonatodes.antillensis,0
2301,Phylodactylus,12697,Gonatodes.antillensis,0
2304,Phylodactylus,12704,Gonatodes.antillensis,0
2306,Phylodactylus,12706,Gonatodes.antillensis,0
2308,Phylodactylus,12709,Gonatodes.antillensis,0
2316,Phylodactylus,112710,Gonatodes.antillensis,0
2317,Phylodactylus,112714,Gonatodes.antillensis,0
2318,Phylodactylus,112715,Gonatodes.antillensis,0
2319,Phylodactylus,112716,Gonatodes.antillensis,0
2320,Phylodactylus,112717,Gonatodes.antillensis,0
2321,Phylodactylus,112718,Gonatodes.antillensis,0
2322,Phylodactylus,112719,Gonatodes.antillensis,0
2323,Phylodactylus,MCB 1098,Gonatodes.antillensis,0
2324,Phylodactylus,MCB 1099,Gonatodes.antillensis,0
2325,Phylodactylus,MCB 1100,Gonatodes.antillensis,0
2326,Phylodactylus,MCB 1101,Gonatodes.antillensis,0
2327,Phylodactylus,MCB 1102,Gonatodes.antillensis,0
2328,Phylodactylus,MCB 1103,Gonatodes.antillensis,0
2329,Phylodactylus,MCB 1104,Gonatodes.antillensis,0
2330,Phylodactylus,MCB 1105,Gonatodes.antillensis,0
2331,Phylodactylus,MCB 1106,Gonatodes.antillensis,0
2332,Phylodactylus,MCB 1107,Gonatodes.antillensis,0
2333,Phylodactylus,MCB 1108,Gonatodes.antillensis,0
2334,Phylodactylus,MCB 1109,Gonatodes.antillensis,0
2335,Phylodactylus,MCB 1110,Gonatodes.antillensis,0
2336,Phylodactylus,MCB 1111,Gonatodes.antillensis,0
2337,Phylodactylus,MCB 1112,Gonatodes.antillensis,0
2338,Phylodactylus,MCB 1113,Gonatodes.antillensis,0
2339,Phylodactylus,MCB 1114,Gonatodes.antillensis,0
2340,Phylodactylus,MCB 1115,Gonatodes.antillensis,0
2341,Phylodactylus,MCB 1117,Gonatodes.antillensis,0
2342,Phylodactylus,MCB 1118,Gonatodes.antillensis,0
2364,Phylodactylus,12513,Phylodactylus,0
2365,Phylodactylus,12514,Phylodactylus,0
2366,Phylodactylus,12515,Phylodactylus,0
2367,Phylodactylus,12516,Phylodactylus,0
2368,Phylodactylus,12517,Phylodactylus,0
2369,Phylodactylus,12518,Phylodactylus,0
2370,Phylodactylus,12520,Phylodactylus,0
2371,Phylodactylus,12521,Phylodactylus,0
2372,Phylodactylus,12522,Phylodactylus,0
2373,Phylodactylus,12524,Phylodactylus,0
2374,Phylodactylus,12525,Phylodactylus,0
2376,Phylodactylus,12541,Phylodactylus,0
2377,Phylodactylus,12543,Phylodactylus,0
2378,Phylodactylus,12544,Phylodactylus,0
2379,Phylodactylus,12547,Phylodactylus,0
2380,Phylodactylus,12551,Phylodactylus,0
2385,Phylodactylus,12582,Phylodactylus,0
2386,Phylodactylus,12583,Phylodactylus,0
2387,Phylodactylus,12584,Phylodactylus,0
2394,Phylodactylus,12615,Phylodactylus,0
2395,Phylodactylus,12618,Phylodactylus,0
2396,Phylodactylus,12621,Phylodactylus,0
2397,Phylodactylus,12622,Phylodactylus,0
2398,Phylodactylus,12623,Phylodactylus,0
2402,Phylodactylus,12636,Phylodactylus,0
2403,Phylodactylus,12637,Phylodactylus,0
2404,Phylodactylus,12638,Phylodactylus,0
2405,Phylodactylus,12639,Phylodactylus,0
2406,Phylodactylus,12640,Phylodactylus,0
2407,Phylodactylus,12644,Phylodactylus,0
2408,Phylodactylus,12645,Phylodactylus,0
2409,Phylodactylus,12646,Phylodactylus,0
2410,Phylodactylus,12647,Phylodactylus,0
2411,Phylodactylus,12648,Phylodactylus,0
2412,Phylodactylus,12649,Phylodactylus,0
2413,Phylodactylus,12650,Phylodactylus,0
2414,Phylodactylus,12651,Phylodactylus,0
2419,Phylodactylus,12673,Phylodactylus,0
2422,Phylodactylus,12678,Phylodactylus,0
2423,Phylodactylus,12679,Phylodactylus,0
2425,Phylodactylus,12689,Phylodactylus,0
2432,Phylodactylus,12697,Phylodactylus,0
2435,Phylodactylus,12704,Phylodactylus,0
2437,Phylodactylus,12706,Phylodactylus,0
2439,Phylodactylus,12709,Phylodactylus,0
2447,Phylodactylus,112710,Phylodactylus,0
2448,Phylodactylus,112714,Phylodactylus,0
2449,Phylodactylus,112715,Phylodactylus,0
2450,Phylodactylus,112716,Phylodactylus,0
2451,Phylodactylus,112717,Phylodactylus,0
2452,Phylodactylus,112718,Phylodactylus,0
2453,Phylodactylus,112719,Phylodactylus,0
2454,Phylodactylus,MCB 1098,Phylodactylus,0
2455,Phylodactylus,MCB 1099,Phylodactylus,0
2456,Phylodactylus,MCB 1100,Phylodactylus,0
2457,Phylodactylus,MCB 1101,Phylodactylus,0
2458,Phylodactylus,MCB 1102,Phylodactylus,0
2459,Phylodactylus,MCB 1103,Phylodactylus,0
2460,Phylodactylus,MCB 1104,Phylodactylus,0
2461,Phylodactylus,MCB 1105,Phylodactylus,0
2462,Phylodactylus,MCB 1106,Phylodactylus,0
2463,Phylodactylus,MCB 1107,Phylodactylus,0
2464,Phylodactylus,MCB 1108,Phylodactylus,0
2465,Phylodactylus,MCB 1109,Phylodactylus,0
2466,Phylodactylus,MCB 1110,Phylodactylus,0
2467,Phylodactylus,MCB 1111,Phylodactylus,0
2468,Phylodactylus,MCB 1112,Phylodactylus,0
2469,Phylodactylus,MCB 1113,Phylodactylus,0
2470,Phylodactylus,MCB 1114,Phylodactylus,0
2471,Phylodactylus,MCB 1115,Phylodactylus,0
2472,Phylodactylus,MCB 1117,Phylodactylus,0
2473,Phylodactylus,MCB 1118,Phylodactylus,0
